id,text_clean,label
987,carlos says he ll be at mu in lt gt minutes,ham
988,i m in office now i will call you lt gt min,ham
989,geeee i miss you already you know your all i can think about fuck i can t wait till next year when we will be together loving kiss,ham
990,yun ah the ubi one say if wan call by tomorrow call 67441233 look for irene ere only got bus8 22 65 61 66 382 ubi cres ubi tech park 6ph for 1st 5wkg days n,ham
991,ugh gotta drive back to sd from la my butt is sore,ham
992,26th of july,ham
993,hi im having the most relaxing time ever we have to get up at 7am every day was the party good the other night i get home tomorrow at 5ish,ham
994,up to wan come then come lor but i din c any stripes skirt,ham
995,the xmas story is peace the xmas msg is love the xmas miracle is jesus hav a blessed month ahead amp wish u merry xmas,ham
996,i can t i don t have her number,ham
997,change again it s e one next to escalator,ham
998,yetunde i m in class can you not run water on it to make it ok pls now,ham
999,not a lot has happened here feels very quiet beth is at her aunts and charlie is working lots just me and helen in at the mo how have you been,ham
1000,then wait 4 me at bus stop aft ur lect lar if i dun c then i go get my car then come back n pick,ham
1001,aight will do thanks again for comin out,ham
1002,no but heard abt tat,ham
1003,please call our customer service representative on freephone 0808 145 4742 between 9am 11pm as you have won a guaranteed 1000 cash or 5000 prize,spam
1004,yes he is really great bhaji told kallis best cricketer after sachin in world very tough to get out,ham
1005,lt gt am i think should say on syllabus,ham
1006,umma did she say anything,ham
1007,give me a sec to think think about it,ham
1008,panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt on orange contract call mobileupd8 on 08000839402 or call 2optout,spam
1009,i don t quite know what to do i still can t get hold of anyone i cud pick you up bout 7 30pm and we can see if they re in the pub,ham
1010,poyyarikatur kolathupalayam unjalur post erode dis lt gt,ham
1011,dear hero i am leaving to qatar tonite for an apt opportunity pls do keep in touch at lt email gt kerala,ham
1012,lol i would but my mom would have a fit and tell the whole family how crazy and terrible i am,ham
1013,i just got home babe are you still awake,ham
1014,i dunno they close oredi not v ma fan,ham
1015,just buy a pizza meat lovers or supreme u get to pick,ham
1016,ya told she was asking wats matter,ham
1017,dear regret i cudnt pick call drove down frm ctla now at cochin home left mobile in car ente style ishtamayoo happy bakrid,ham
1018,free for 1st week no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates www getzed co uk pobox 36504 w45wq norm150p tone 16,spam
1019,shall i send that exe to your mail id,ham
1020,nope watching tv at home not going out v bored,ham
1021,don know wait i will check it,ham
1022,good afternoon on this glorious anniversary day my sweet j i hope this finds you happy and content my prey i think of you and send a teasing kiss from across the sea coaxing images of fond souveniers you cougar pen,ham
1023,guess what somebody you know secretly fancies you wanna find out who it is give us a call on 09065394514 from landline datebox1282essexcm61xn 150p min 18,spam
1024,we still on for tonight,ham
1025,may i call you later pls,ham
1026,hasn t that been the pattern recently crap weekends,ham
1027,i have a sore throat it s scratches when i talk,ham
1028,yes da any plm at ur office,ham
1029,are you not around or just still asleep v,ham
1030,lol you forgot it eh yes i ll bring it in babe,ham
1031,its good we ll find a way,ham
1032,can not use foreign stamps in this country good lecture,ham
1033,yup bathe liao,ham
1034,happy new year my no 1 man,ham
1035,oh mr sheffield you wanna play that game okay you re the boss and i m the nanny you give me a raise and i ll give you one,ham
1036,zoe it just hit me 2 im fucking shitin myself il defo try my hardest 2 cum 2morow luv u millions lekdog,ham
1037,hello baby did you get back to your mom s are you setting up the computer now filling your belly how goes it loverboy i miss you already sighs,ham
1038,no my blankets are sufficient thx,ham
1039,naughty little thought its better to flirt flirt n flirt rather than loving someone n gettin hurt hurt n hurt gud nyt,ham
1040,edison has rightly said a fool can ask more questions than a wise man can answer now you know why all of us are speechless during viva gm gn ge gnt,ham
1041,they just talking thats it de they wont any other,ham
1042,today am going to college so am not able to atten the class,ham
1043,i m in class will holla later,ham
1044,easy ah sen got selected means its good,ham
1045,mmm thats better now i got a roast down me i d b better if i had a few drinks down me 2 good indian,ham
1046,we know someone who you know that fancies you call 09058097218 to find out who pobox 6 ls15hb 150p,spam
1047,come round it s,ham
1048,do 1 thing change that sentence into because i want 2 concentrate in my educational career im leaving here,ham
1049,1000 s flirting now txt girl or bloke ur name age eg girl zoe 18 to 8007 to join and get chatting,spam
1050,i walked an hour 2 c u doesn t that show i care y wont u believe im serious,ham
1051,18 days to euro2004 kickoff u will be kept informed of all the latest news and results daily unsubscribe send get euro stop to 83222,spam
1052,are you available for soiree on june 3rd,ham
1053,do u noe wat time e place dat sells 4d closes,ham
1054,i got another job the one at the hospital doing data analysis or something starts on monday not sure when my thesis will got finished,ham
1055,jay s getting really impatient and belligerent,ham
1056,hiya comin 2 bristol 1 st week in april les got off rudi on new yrs eve but i was snoring they were drunk u bak at college yet my work sends ink 2 bath,ham
1057,i m at work please call,ham
1058,then u drive lor,ham
1059,ard 515 like dat y,ham
1060,tell me they re female v how re you throwing in we re deciding what all to get now,ham
1061,eastenders tv quiz what flower does dot compare herself to d violet e tulip f lily txt d e or f to 84025 now 4 chance 2 win 100 cash wkent 150p16,spam
1062,i m working technical support voice process networking field,ham
1063,i might come to kerala for 2 days so you can be prepared to take a leave once i finalise dont plan any travel during my visit need to finish urgent works,ham
1064,ok not sure what time tho as not sure if can get to library before class will try see you at some point have good eve,ham
1065,we have new local dates in your area lots of new people registered in your area reply date to start now 18 only www flirtparty us replys150,spam
1066,that s fine i ll bitch at you about it later then,ham
1067,no my mum went 2 dentist,ham
1068,once free call me sir i am waiting for you,ham
1069,meeting u is my work tel me when shall i do my work tomorrow,ham
1070,someone u know has asked our dating service 2 contact you cant guess who call 09058091854 now all will be revealed po box385 m6 6wu,spam
1071,jus finish bathing,ham
1072,alright i ll make sure the car is back tonight,ham
1073,urgent we are trying to contact u todays draw shows that you have won a 800 prize guaranteed call 09050003091 from land line claim c52 valid12hrs only,spam
1074,dear u ve been invited to xchat this is our final attempt to contact u txt chat to 86688,spam
1075,lul im gettin some juicy gossip at the hospital two nurses are talking about how fat they are gettin and one thinks shes obese oyea,ham
1076,aight ill get on fb in a couple minutes,ham
1077,oi ami parchi na re kicchu kaaj korte iccha korche na phone ta tul na plz plz,ham
1078,where can download clear movies dvd copies,ham
1079,yep by the pretty sculpture,ham
1080,convey my regards to him,ham
1081,me too watching surya movie only after 6 pm vijay movie pokkiri,ham
